city_id,year,month,avg_temperature
lon,2023,6,65.9
lon,2023,7,65.45
lon,2023,8,65.38
lon,2023,9,66.7
lon,2023,10,57.67
lon,2023,11,47.53
lon,2023,12,47.9
nyc,2023,1,40.81
nyc,2023,2,38.04
nyc,2023,3,42.17
nyc,2023,4,55.23
nyc,2023,5,61.45
nyc,2023,6,68.64
nyc,2023,7,77.91
nyc,2023,8,73.51
nyc,2023,9,68.17
nyc,2023,10,58.86
nyc,2023,11,43.83
nyc,2023,12,41.97
sel,2023,1,27.92
sel,2023,2,33.74
sel,2023,3,46.67
sel,2023,4,55.29
sel,2023,5,65.51
sel,2023,6,72.81
sel,2023,7,79.37
sel,2023,8,80.63
sel,2023,9,73.91
sel,2023,10,59.1
sel,2023,11,43.69
sel,2023,12,32.98
sfo,2023,1,53.29
sfo,2023,2,49.67
sfo,2023,3,51.71
sfo,2023,4,54.98
sfo,2023,5,57.85
sfo,2023,6,60.37
sfo,2023,7,62.25
sfo,2023,8,66.18
sfo,2023,9,64.58
sfo,2023,10,64.78
sfo,2023,11,59.5
sfo,2023,12,55.46
sgp,2023,1,79.92
sgp,2023,2,80.4
sgp,2023,3,80.13
sgp,2023,4,82.58
sgp,2023,5,84.52
sgp,2023,6,83.44
sgp,2023,7,83.12
sgp,2023,8,83.19
sgp,2023,9,83.39
sgp,2023,10,84.01
sgp,2023,11,81.95
sgp,2023,12,80.86
syd,2023,1,72.44
syd,2023,2,74.3
syd,2023,3,73.79
syd,2023,4,65.61
syd,2023,5,58.65
syd,2023,6,57.42
syd,2023,7,57.87
syd,2023,8,59.01
syd,2023,9,64.36
syd,2023,10,66.64
syd,2023,11,68.88
syd,2023,12,73.13
tpe,2023,1,62.77
tpe,2023,2,63.66
tpe,2023,3,68.37
tpe,2023,4,73.62
tpe,2023,5,79.27
tpe,2023,6,84.65
tpe,2023,7,87.93
tpe,2023,8,86.3
tpe,2023,9,84.66
tpe,2023,10,77.67
tpe,2023,11,72.49
tpe,2023,12,66.0
tyo,2023,1,44.15
tyo,2023,2,46.43
tyo,2023,3,55.72
tyo,2023,4,62.13
tyo,2023,5,66.86
tyo,2023,6,74.1
tyo,2023,7,83.22
tyo,2023,8,84.91
tyo,2023,9,81.14
tyo,2023,10,67.86
tyo,2023,11,60.18
tyo,2023,12,51.03
yvr,2023,1,41.7
yvr,2023,2,39.45
yvr,2023,3,42.84
yvr,2023,4,46.87
yvr,2023,5,58.59
yvr,2023,6,60.9
yvr,2023,7,66.14
yvr,2023,8,65.15
yvr,2023,9,59.1
yvr,2023,10,51.2
yvr,2023,11,43.19
yvr,2023,12,44.7
bkk,2024,1,83.73
bkk,2024,2,86.14
bkk,2024,3,88.09
bkk,2024,4,91.59
bkk,2024,5,88.16
bkk,2024,6,87.06
bkk,2024,7,84.5
bkk,2024,8,85.37
bkk,2024,9,84.75
bkk,2024,10,84.37
bkk,2024,11,84.08
bkk,2024,12,81.21
lon,2024,1,43.4
lon,2024,2,48.99
lon,2024,3,49.13
lon,2024,4,52.02
lon,2024,5,58.92
lon,2024,6,62.17
lon,2024,7,65.73
lon,2024,8,67.73
lon,2024,9,60.74
lon,2024,10,55.76
lon,2024,11,48.2
lon,2024,12,46.97
nyc,2024,1,35.28
nyc,2024,2,37.31
nyc,2024,3,45.84
nyc,2024,4,52.66
nyc,2024,5,64.22
nyc,2024,6,74.88
nyc,2024,7,78.82
nyc,2024,8,74.34
nyc,2024,9,67.53
nyc,2024,10,59.04
nyc,2024,11,49.22
nyc,2024,12,36.33
sel,2024,1,29.91
sel,2024,2,37.56
sel,2024,3,43.13
sel,2024,4,58.88
sel,2024,5,63.63
sel,2024,6,74.41
sel,2024,7,79.55
sel,2024,8,84.12
sel,2024,9,77.29
sel,2024,10,60.59
sel,2024,11,47.61
sel,2024,12,31.43
sfo,2024,1,54.0
sfo,2024,2,53.32
sfo,2024,3,54.62
sfo,2024,4,56.2
sfo,2024,5,59.04
sfo,2024,6,59.38
sfo,2024,7,62.56
sfo,2024,8,60.65
sfo,2024,9,60.62
sfo,2024,10,62.85
sfo,2024,11,56.28
sfo,2024,12,54.24
sgp,2024,1,80.28
sgp,2024,2,82.77
sgp,2024,3,83.87
sgp,2024,4,84.44
sgp,2024,5,84.09
sgp,2024,6,82.99
sgp,2024,7,84.62
sgp,2024,8,83.57
sgp,2024,9,83.28
sgp,2024,10,82.76
sgp,2024,11,80.52
sgp,2024,12,81.74
syd,2024,1,75.17
syd,2024,2,74.44
syd,2024,3,72.72
syd,2024,4,66.48
syd,2024,5,60.77
syd,2024,6,55.51
syd,2024,7,55.72
syd,2024,8,61.35
syd,2024,9,63.84
syd,2024,10,65.14
syd,2024,11,71.01
syd,2024,12,74.08
tpe,2024,1,62.37
tpe,2024,2,64.65
tpe,2024,3,67.11
tpe,2024,4,77.44
tpe,2024,5,78.19
tpe,2024,6,84.18
tpe,2024,7,87.37
tpe,2024,8,86.83
tpe,2024,9,85.32
tpe,2024,10,78.82
tpe,2024,11,71.79
tpe,2024,12,63.74
tyo,2024,1,46.68
tyo,2024,2,47.75
tyo,2024,3,50.51
tyo,2024,4,62.49
tyo,2024,5,68.31
tyo,2024,6,73.91
tyo,2024,7,83.7
tyo,2024,8,84.96
tyo,2024,9,80.74
tyo,2024,10,70.55
tyo,2024,11,58.93
tyo,2024,12,49.03
yvr,2024,1,39.32
yvr,2024,2,42.24
yvr,2024,3,43.94
yvr,2024,4,48.33
yvr,2024,5,54.35
yvr,2024,6,59.32
yvr,2024,7,66.51
yvr,2024,8,64.52
yvr,2024,9,59.71
yvr,2024,10,51.37
yvr,2024,11,44.84
yvr,2024,12,42.84

